id_usuario,id_estabelecimento,visualizacoes_perfil,saves_favoritos,compartilhamentos
1735,203,4.0,1.0,0.0
4459,93,10.0,1.0,0.0
5853,131,5.0,0.0,0.0
4625,68,6.0,0.0,1.0
1302,275,3.0,1.0,0.0
3191,35,3.0,0.0,0.0
5276,10,6.0,1.0,0.0
3834,209,9.0,0.0,1.0
2257,215,2.0,0.0,0.0
5698,13,5.0,1.0,1.0
1597,15,4.0,0.0,1.0
4581,136,9.0,2.0,0.0
136,199,5.0,1.0,0.0
4999,153,4.0,0.0,0.0
3280,60,6.0,1.0,0.0
5314,62,8.0,1.0,0.0
5654,41,7.0,2.0,0.0
4907,157,,0.0,0.0
3761,259,3.0,0.0,0.0
3399,156,2.0,0.0,0.0
5530,50,7.0,1.0,
4777,72,7.0,0.0,0.0
1507,22,8.0,0.0,0.0
1716,153,4.0,0.0,
3037,165,6.0,1.0,2.0
5941,10,1.0,0.0,0.0
3511,208,5.0,0.0,0.0
3301,46,3.0,,0.0
3565,155,9.0,1.0,1.0
4506,146,5.0,,0.0
165,275,6.0,1.0,1.0
5005,66,5.0,1.0,0.0
4538,271,10.0,1.0,1.0
2555,108,8.0,0.0,0.0
2223,291,8.0,2.0,0.0
5015,38,6.0,1.0,0.0
2435,139,0.0,,0.0
2995,1,4.0,0.0,0.0
1614,56,5.0,1.0,1.0
4387,277,5.0,1.0,0.0
1772,246,4.0,1.0,1.0
5777,27,6.0,,1.0
1274,225,4.0,0.0,0.0
1594,84,,1.0,0.0
3924,157,7.0,2.0,0.0
5808,13,7.0,1.0,2.0
2318,107,6.0,0.0,0.0
3995,182,4.0,1.0,0.0
964,177,4.0,0.0,0.0
211,167,7.0,1.0,1.0
564,103,,1.0,0.0
4080,226,7.0,0.0,1.0
1843,205,6.0,3.0,0.0
3778,68,6.0,1.0,1.0
5177,178,5.0,0.0,0.0
2203,231,5.0,1.0,1.0
1752,106,,1.0,0.0
4522,224,2.0,0.0,0.0
5946,281,4.0,0.0,0.0
2116,53,7.0,0.0,0.0
4398,143,3.0,1.0,0.0
4847,246,9.0,0.0,0.0
4246,286,,0.0,0.0
2645,196,5.0,0.0,
4918,72,9.0,0.0,0.0
4942,248,4.0,0.0,0.0
340,273,,0.0,0.0
1634,75,4.0,0.0,0.0
3105,262,10.0,1.0,2.0
3145,223,5.0,1.0,2.0
5230,12,3.0,,2.0
2218,166,,,0.0
4813,250,4.0,1.0,1.0
2445,5,6.0,3.0,0.0
2231,93,5.0,0.0,0.0
2117,141,6.0,1.0,1.0
1633,252,2.0,,0.0
433,57,,0.0,0.0
818,184,4.0,0.0,0.0
3886,285,4.0,0.0,0.0
5927,211,12.0,4.0,2.0
3892,245,4.0,0.0,0.0
3140,173,5.0,1.0,1.0
1000,233,5.0,2.0,0.0
1225,246,3.0,0.0,1.0
575,217,6.0,0.0,0.0
4570,247,3.0,0.0,0.0
5952,151,6.0,0.0,2.0
3973,209,4.0,0.0,0.0
2610,295,10.0,3.0,0.0
1975,88,4.0,0.0,1.0
3271,254,8.0,2.0,0.0
230,104,7.0,0.0,0.0
4274,119,5.0,0.0,0.0
1626,58,9.0,2.0,0.0
5562,43,6.0,3.0,0.0
4865,38,4.0,0.0,0.0
2027,122,8.0,1.0,0.0
2803,78,7.0,1.0,0.0
2379,206,5.0,1.0,0.0
4640,92,9.0,0.0,0.0
1180,71,4.0,0.0,0.0
115,253,12.0,1.0,0.0
138,224,5.0,0.0,0.0
3845,107,15.0,,0.0
839,203,7.0,1.0,0.0
2686,265,5.0,1.0,0.0
2785,81,9.0,1.0,1.0
967,281,5.0,0.0,0.0
4034,97,7.0,0.0,0.0
2553,132,10.0,1.0,1.0
1394,285,5.0,0.0,1.0
3602,164,9.0,1.0,1.0
2318,134,8.0,0.0,0.0
1387,193,7.0,1.0,0.0
5365,71,7.0,1.0,0.0
1875,38,11.0,1.0,1.0
4501,169,10.0,4.0,0.0
1907,148,7.0,2.0,0.0
3870,91,8.0,0.0,1.0
3363,150,4.0,0.0,1.0
3635,271,5.0,1.0,0.0
951,50,7.0,0.0,1.0
5356,13,1.0,0.0,0.0
2874,116,4.0,0.0,0.0
3911,118,6.0,0.0,0.0
2034,31,8.0,0.0,2.0
2828,267,6.0,0.0,1.0
1398,120,6.0,1.0,
387,125,10.0,3.0,1.0
3824,99,5.0,2.0,0.0
441,158,6.0,2.0,0.0
3015,61,6.0,0.0,0.0
3181,151,8.0,0.0,0.0
1554,15,7.0,0.0,1.0
3647,253,10.0,0.0,2.0
812,294,2.0,1.0,0.0
3061,294,5.0,0.0,0.0
495,67,4.0,0.0,0.0
5689,23,10.0,1.0,0.0
2366,120,7.0,1.0,0.0
1710,149,4.0,,0.0
3858,424,4.0,1.0,0.0
4986,59,5.0,1.0,0.0
1365,261,4.0,,0.0
911,153,,2.0,0.0
1783,266,6.0,0.0,0.0
1414,204,5.0,0.0,0.0
2620,278,8.0,1.0,2.0
5819,58,5.0,0.0,1.0
2923,159,4.0,1.0,0.0
2642,158,4.0,1.0,0.0
5143,246,2.0,0.0,0.0
4768,82,6.0,0.0,1.0
5175,203,10.0,0.0,0.0
2687,291,3.0,0.0,0.0
4030,220,6.0,1.0,0.0
5100,186,4.0,1.0,0.0
1142,194,4.0,1.0,1.0
3824,135,7.0,,0.0
5866,220,3.0,0.0,0.0
1498,153,4.0,0.0,1.0
1068,1,8.0,2.0,2.0
5014,21,5.0,2.0,0.0
4240,288,8.0,2.0,1.0
4224,94,8.0,2.0,0.0
1792,51,4.0,0.0,
3640,264,8.0,1.0,0.0
3870,46,3.0,0.0,0.0
4645,228,,1.0,1.0
3346,88,7.0,1.0,0.0
1886,225,6.0,0.0,0.0
2556,61,5.0,1.0,0.0
3999,221,3.0,1.0,0.0
109,57,12.0,3.0,2.0
2629,127,3.0,0.0,0.0
330,64,4.0,1.0,0.0
2406,100,7.0,0.0,0.0
177,47,6.0,0.0,2.0
3368,261,6.0,1.0,0.0
464,221,3.0,0.0,0.0
5470,227,10.0,2.0,1.0
3070,133,6.0,0.0,1.0
60,126,7.0,,1.0
906,36,3.0,0.0,0.0
4043,35,9.0,,0.0
2652,111,5.0,1.0,0.0
3486,2,1.0,0.0,0.0
3097,71,9.0,1.0,0.0
27,271,7.0,,0.0
5192,232,4.0,2.0,1.0
4732,137,,1.0,1.0
610,254,7.0,1.0,2.0
6476,222,5.0,1.0,0.0
1041,107,5.0,1.0,0.0
3803,253,7.0,0.0,0.0
4426,92,6.0,0.0,0.0
198,16,3.0,0.0,0.0
3585,207,2.0,0.0,0.0
1881,97,2.0,1.0,0.0
1297,110,10.0,5.0,0.0
2849,46,7.0,0.0,0.0
5152,149,4.0,0.0,0.0
5134,55,7.0,2.0,0.0
3327,268,1.0,0.0,0.0
3646,237,7.0,2.0,0.0
3345,244,8.0,1.0,1.0
2163,200,7.0,0.0,0.0
398,76,,0.0,0.0
3974,141,7.0,1.0,0.0
4764,224,9.0,1.0,2.0
3081,57,5.0,2.0,0.0
3230,58,5.0,0.0,1.0
2364,94,7.0,1.0,0.0
1452,200,4.0,1.0,0.0
5584,271,8.0,1.0,1.0
2112,124,,0.0,0.0
1492,95,9.0,2.0,0.0
2878,73,6.0,,0.0
949,156,9.0,2.0,1.0
227,62,5.0,0.0,
4487,19,2.0,2.0,
191,176,7.0,1.0,1.0
3338,73,7.0,,1.0
3093,55,8.0,0.0,2.0
1374,57,10.0,0.0,0.0
5612,291,9.0,0.0,1.0
162,220,8.0,0.0,0.0
1292,43,4.0,0.0,
3255,170,11.0,,1.0
4676,277,9.0,0.0,0.0
2391,193,6.0,1.0,
5281,159,4.0,0.0,0.0
2849,34,4.0,1.0,0.0
3470,283,9.0,1.0,0.0
1410,112,5.0,0.0,0.0
4355,164,8.0,0.0,0.0
52,290,8.0,1.0,0.0
3730,43,6.0,4.0,0.0
2595,132,6.0,0.0,0.0
4597,131,7.0,1.0,0.0
1988,289,5.0,1.0,0.0
1544,264,7.0,,0.0
5831,124,10.0,2.0,0.0
2853,206,3.0,0.0,0.0
1836,100,3.0,0.0,0.0
3595,166,6.0,0.0,1.0
2105,191,4.0,0.0,0.0
1778,142,8.0,2.0,0.0
2001,554,8.0,1.0,1.0
5501,220,14.0,3.0,0.0
1349,174,9.0,1.0,0.0
1390,223,7.0,1.0,
2546,257,6.0,2.0,0.0
5652,176,5.0,1.0,1.0
1166,158,12.0,1.0,1.0
5334,250,8.0,1.0,0.0
310,17,8.0,1.0,0.0
5742,77,3.0,0.0,1.0
4853,250,3.0,0.0,0.0
985,166,12.0,0.0,1.0
1807,48,7.0,0.0,0.0
5868,156,5.0,1.0,0.0
527,12,8.0,1.0,1.0
3542,275,5.0,0.0,0.0
341,198,5.0,0.0,1.0
2961,262,4.0,0.0,0.0
4109,210,5.0,0.0,0.0
5435,128,9.0,1.0,0.0
5726,48,10.0,0.0,1.0
4796,28,1.0,0.0,0.0
1680,76,5.0,1.0,0.0
5554,159,3.0,0.0,0.0
2672,91,10.0,1.0,2.0
4187,110,7.0,1.0,1.0
1756,177,9.0,2.0,1.0
5690,200,7.0,2.0,1.0
3946,11,5.0,0.0,0.0
2409,263,7.0,1.0,1.0
238,252,10.0,0.0,0.0
4532,276,9.0,1.0,0.0
3205,147,1.0,0.0,1.0
1175,2,8.0,2.0,0.0
5546,27,6.0,1.0,1.0
5350,120,2.0,0.0,0.0
4554,9,,0.0,1.0
4506,90,9.0,,2.0
2503,223,5.0,1.0,0.0
4435,177,6.0,,0.0
4441,241,5.0,0.0,1.0
2804,12,3.0,1.0,0.0
2425,43,10.0,0.0,1.0
2243,9,10.0,1.0,0.0
1088,274,9.0,3.0,0.0
4599,281,4.0,2.0,
1734,235,1.0,0.0,0.0
4059,113,4.0,0.0,1.0
85,252,15.0,5.0,1.0
383,108,4.0,0.0,0.0
2066,246,2.0,0.0,0.0
2465,189,13.0,5.0,0.0
5372,270,5.0,1.0,0.0
5712,86,6.0,1.0,
5689,17,5.0,1.0,0.0
2517,268,10.0,1.0,0.0
5733,142,6.0,0.0,0.0
4290,10,6.0,1.0,0.0
3123,43,13.0,0.0,1.0
5293,237,8.0,2.0,0.0
2818,206,12.0,0.0,1.0
2727,86,,0.0,0.0
899,128,6.0,0.0,1.0
80,237,6.0,1.0,1.0
245,256,4.0,1.0,0.0
2332,264,3.0,0.0,0.0
1436,102,5.0,2.0,0.0
5985,245,3.0,1.0,0.0
940,164,11.0,2.0,1.0
5350,290,4.0,0.0,0.0
4619,261,10.0,0.0,0.0
2660,77,2.0,0.0,0.0
1291,154,3.0,1.0,0.0
3751,46,7.0,2.0,1.0
2544,42,6.0,2.0,
1158,162,6.0,1.0,0.0
2240,235,2.0,0.0,0.0
447,95,9.0,0.0,0.0
1980,294,3.0,0.0,1.0
4671,150,8.0,2.0,1.0
2335,55,7.0,1.0,0.0
4469,74,5.0,1.0,0.0
166,111,7.0,,0.0
1251,140,2.0,1.0,0.0
649,210,7.0,1.0,0.0
1322,101,4.0,0.0,1.0
2545,91,6.0,1.0,0.0
4892,300,9.0,0.0,0.0
4291,194,4.0,1.0,
5655,193,8.0,2.0,1.0
1669,42,5.0,0.0,0.0
2306,45,7.0,4.0,0.0
1945,143,3.0,0.0,0.0
4668,268,4.0,0.0,0.0
471,88,3.0,1.0,0.0
1788,225,7.0,0.0,0.0
2217,184,5.0,0.0,0.0
1791,36,6.0,1.0,0.0
5370,95,6.0,1.0,1.0
5737,84,4.0,0.0,1.0
3072,91,5.0,0.0,0.0
5463,85,10.0,3.0,0.0
2633,165,8.0,1.0,0.0
4592,52,6.0,1.0,0.0
6803,171,2.0,0.0,1.0
1027,71,10.0,1.0,1.0
3726,54,7.0,,0.0
5955,290,7.0,1.0,0.0
5844,133,5.0,,0.0
174,234,3.0,1.0,0.0
5714,198,5.0,1.0,0.0
1153,255,7.0,1.0,0.0
1812,103,7.0,,0.0
3421,276,7.0,1.0,1.0
1624,1,6.0,0.0,0.0
3968,34,5.0,0.0,0.0
480,173,7.0,1.0,0.0
3219,117,5.0,0.0,0.0
3013,11,8.0,0.0,1.0
1241,85,11.0,5.0,0.0
3032,153,3.0,0.0,1.0
2940,292,4.0,0.0,1.0
3943,134,4.0,1.0,0.0
2809,284,5.0,0.0,
5914,216,4.0,1.0,0.0
2459,58,4.0,0.0,0.0
2293,104,3.0,0.0,1.0
2315,33,,1.0,2.0
2395,153,5.0,2.0,0.0
4380,102,9.0,0.0,0.0
3816,148,,0.0,0.0
3398,181,,1.0,0.0
5549,197,5.0,0.0,0.0
5163,32,5.0,0.0,0.0
655,298,6.0,3.0,0.0
1908,91,4.0,0.0,1.0
5640,244,,,0.0
1789,85,7.0,1.0,0.0
3224,65,11.0,0.0,0.0
5949,80,,0.0,0.0
2608,142,5.0,2.0,0.0
5676,62,5.0,0.0,0.0
4698,74,3.0,1.0,
5707,92,4.0,0.0,0.0
5318,211,2.0,0.0,1.0
2917,246,6.0,2.0,0.0
2137,82,3.0,0.0,0.0
10,187,2.0,1.0,0.0
5103,17,9.0,,0.0
5163,85,3.0,0.0,0.0
5337,92,5.0,0.0,1.0
6340,144,1.0,1.0,
2702,282,3.0,0.0,1.0
3211,83,3.0,0.0,1.0
4506,257,5.0,0.0,0.0
4391,160,9.0,1.0,0.0
5882,82,10.0,2.0,0.0
2372,228,9.0,2.0,0.0
718,263,5.0,3.0,0.0
1884,108,16.0,3.0,
3645,141,5.0,1.0,0.0
1495,14,3.0,0.0,0.0
284,65,4.0,0.0,1.0
3414,276,2.0,0.0,0.0
5630,211,8.0,0.0,1.0
5706,87,3.0,0.0,0.0
612,135,5.0,1.0,0.0
5767,151,8.0,1.0,0.0
5136,89,3.0,0.0,1.0
2555,113,4.0,1.0,1.0
2681,295,7.0,2.0,0.0
2407,263,4.0,0.0,0.0
3449,97,6.0,1.0,1.0
3642,76,9.0,1.0,0.0
2179,18,4.0,0.0,1.0
1592,97,4.0,2.0,1.0
754,111,8.0,0.0,1.0
1897,235,4.0,0.0,0.0
4612,45,5.0,1.0,0.0
1721,4,9.0,1.0,1.0
4840,104,4.0,1.0,0.0
335,238,9.0,0.0,
1798,291,7.0,2.0,1.0
5440,234,6.0,2.0,0.0
55,181,8.0,1.0,
2946,23,4.0,0.0,0.0
2193,57,8.0,0.0,0.0
2414,99,3.0,1.0,0.0
1933,100,5.0,0.0,0.0
1752,40,8.0,2.0,0.0
4494,66,6.0,1.0,2.0
2696,76,8.0,0.0,0.0
2762,285,2.0,0.0,0.0
4379,246,,1.0,1.0
4738,275,8.0,0.0,0.0
612,249,6.0,2.0,0.0
1072,510,9.0,0.0,0.0
4119,154,4.0,0.0,0.0
5152,59,2.0,0.0,0.0
920,14,6.0,0.0,0.0
757,193,10.0,1.0,0.0
1743,211,3.0,0.0,0.0
2201,36,4.0,0.0,1.0
4286,244,6.0,3.0,1.0
3286,249,7.0,1.0,0.0
3649,299,3.0,1.0,1.0
5654,196,7.0,1.0,2.0
3668,88,1.0,0.0,0.0
3469,101,11.0,4.0,0.0
3545,288,9.0,2.0,0.0
3215,180,,0.0,0.0
1349,278,3.0,1.0,
2456,209,4.0,0.0,1.0
3443,166,4.0,1.0,0.0
1197,78,5.0,2.0,0.0
1954,245,11.0,1.0,0.0
1448,215,8.0,,0.0
2561,85,5.0,0.0,0.0
994,155,7.0,1.0,1.0
681,262,8.0,3.0,0.0
26,12,6.0,2.0,1.0
4812,74,11.0,0.0,1.0
713,190,5.0,1.0,0.0
5153,12,11.0,0.0,0.0
3931,101,8.0,0.0,1.0
3975,267,5.0,1.0,
2420,204,6.0,0.0,0.0
186,177,6.0,0.0,0.0
3548,252,4.0,1.0,1.0
2346,114,6.0,1.0,1.0
3169,253,7.0,0.0,0.0
2354,131,9.0,2.0,0.0
5944,233,6.0,1.0,1.0
2201,187,5.0,1.0,0.0
1621,260,8.0,2.0,1.0
837,151,8.0,0.0,0.0
5557,184,3.0,1.0,0.0
3441,193,13.0,1.0,1.0
2145,9,5.0,1.0,0.0
2744,146,3.0,0.0,1.0
3218,147,1.0,0.0,0.0
3295,104,12.0,2.0,1.0
259,214,6.0,,1.0
98,120,3.0,0.0,0.0
5400,240,3.0,0.0,0.0
4521,244,6.0,1.0,0.0
3870,100,4.0,1.0,1.0
3894,98,5.0,1.0,0.0
1227,245,10.0,2.0,0.0
1887,203,7.0,1.0,1.0
2330,199,7.0,1.0,1.0
5786,182,2.0,1.0,0.0
1065,277,6.0,2.0,1.0
5908,39,6.0,0.0,1.0
2389,203,8.0,0.0,0.0
5645,3,6.0,2.0,0.0
4792,47,5.0,2.0,0.0
4590,82,2.0,1.0,0.0
3376,71,5.0,2.0,0.0
722,158,4.0,0.0,0.0
4605,243,3.0,1.0,1.0
936,169,3.0,0.0,1.0
4186,66,7.0,0.0,0.0
2811,21,9.0,1.0,0.0
2498,158,3.0,1.0,1.0
5649,138,8.0,0.0,1.0
2522,25,5.0,0.0,0.0
5535,232,4.0,1.0,0.0
4693,102,,1.0,0.0
3945,298,3.0,1.0,1.0
2977,19,6.0,0.0,0.0
4331,205,5.0,0.0,0.0
4550,245,4.0,0.0,
3927,116,8.0,1.0,2.0
5135,165,9.0,1.0,0.0
4633,153,6.0,1.0,0.0
5990,69,5.0,1.0,0.0
2399,260,4.0,1.0,1.0
2226,18,4.0,0.0,0.0
3527,238,7.0,1.0,0.0
4635,228,3.0,1.0,0.0
5384,76,6.0,1.0,0.0
4924,145,8.0,3.0,1.0
584,239,4.0,1.0,0.0
4102,213,7.0,0.0,0.0
1692,15,7.0,1.0,0.0
5651,273,7.0,2.0,0.0
3552,145,,1.0,1.0
2027,206,5.0,0.0,1.0
1324,157,6.0,1.0,0.0
4689,289,2.0,0.0,0.0
459,192,5.0,0.0,0.0
5772,35,6.0,1.0,0.0
2137,79,9.0,1.0,2.0
2599,209,10.0,0.0,1.0
3784,140,8.0,3.0,0.0
2267,177,2.0,0.0,0.0
3400,79,4.0,0.0,0.0
2650,186,7.0,0.0,1.0
5284,173,4.0,0.0,0.0
1941,99,8.0,0.0,
6592,34,4.0,1.0,0.0
5137,194,5.0,0.0,
3352,154,5.0,1.0,0.0
4016,129,3.0,0.0,0.0
5719,261,2.0,0.0,0.0
3599,130,9.0,0.0,0.0
4392,154,5.0,1.0,1.0
5965,266,3.0,0.0,1.0
1978,80,6.0,0.0,1.0
2649,187,4.0,0.0,0.0
5160,186,8.0,0.0,0.0
3214,61,6.0,0.0,0.0
1217,261,6.0,0.0,0.0
1827,122,3.0,0.0,0.0
5073,210,7.0,2.0,0.0
3308,171,5.0,0.0,
1113,103,8.0,,1.0
3885,221,2.0,,0.0
1914,201,,0.0,0.0
1248,271,7.0,1.0,1.0
3167,297,9.0,1.0,0.0
5201,291,5.0,0.0,0.0
841,271,4.0,0.0,0.0
5125,82,8.0,2.0,0.0
1779,36,8.0,0.0,0.0
4833,276,8.0,1.0,0.0
4522,149,10.0,1.0,0.0
5628,259,6.0,1.0,1.0
2616,280,7.0,1.0,
259,16,9.0,3.0,0.0
5787,229,,1.0,0.0
2862,164,5.0,1.0,1.0
5437,193,6.0,1.0,
3436,252,3.0,0.0,1.0
4565,88,4.0,1.0,0.0
2291,231,4.0,0.0,0.0
2352,49,2.0,,0.0
25,114,8.0,0.0,0.0
750,78,8.0,1.0,0.0
5619,63,6.0,1.0,0.0
2665,58,7.0,,2.0
4660,170,6.0,1.0,0.0
3174,229,5.0,0.0,0.0
4749,131,11.0,0.0,
473,251,9.0,3.0,0.0
5346,172,4.0,1.0,0.0
3367,29,5.0,0.0,1.0
2545,277,7.0,0.0,0.0
1452,21,5.0,1.0,0.0
5447,152,7.0,0.0,0.0
85,140,10.0,2.0,0.0
5418,48,1.0,0.0,0.0
630,211,3.0,0.0,0.0
2471,295,3.0,,0.0
5119,19,7.0,4.0,1.0
1615,177,6.0,0.0,0.0
2596,5,4.0,1.0,0.0
5073,203,10.0,0.0,1.0
1389,89,5.0,0.0,1.0
3126,248,8.0,2.0,1.0
1556,79,6.0,0.0,0.0
4673,479,8.0,1.0,1.0
5205,238,7.0,0.0,
4780,235,6.0,0.0,0.0
589,115,5.0,1.0,1.0
1857,129,5.0,0.0,0.0
2945,117,3.0,0.0,0.0
5834,98,6.0,0.0,0.0
4950,290,5.0,0.0,0.0
3248,119,8.0,1.0,0.0
5571,223,7.0,1.0,0.0
5940,53,3.0,0.0,0.0
5421,125,8.0,0.0,0.0
1011,183,10.0,3.0,0.0
669,70,3.0,1.0,0.0
754,21,6.0,0.0,0.0
4820,118,6.0,0.0,0.0
2450,285,6.0,1.0,0.0
1933,227,7.0,0.0,0.0
5134,25,5.0,1.0,0.0
3834,98,6.0,2.0,0.0
2433,109,10.0,3.0,1.0
3040,136,5.0,0.0,0.0
4048,244,6.0,0.0,0.0
4373,64,8.0,3.0,0.0
2203,161,15.0,2.0,1.0
495,212,,2.0,0.0
3646,145,8.0,0.0,0.0
4810,144,5.0,1.0,1.0
2927,197,8.0,0.0,0.0
5140,142,5.0,0.0,0.0
3046,241,6.0,0.0,0.0
1569,34,11.0,1.0,1.0
3570,203,7.0,0.0,0.0
1255,290,8.0,1.0,0.0
3078,208,3.0,0.0,
4590,168,1.0,0.0,0.0
1535,99,2.0,2.0,0.0
1404,152,5.0,2.0,0.0
5901,18,3.0,0.0,0.0
5794,194,4.0,0.0,0.0
908,226,5.0,1.0,0.0
3093,1,3.0,1.0,0.0
5111,246,8.0,2.0,0.0
4040,258,7.0,1.0,0.0
1525,261,10.0,3.0,0.0
1435,90,6.0,0.0,0.0
722,294,7.0,0.0,0.0
5078,263,,0.0,0.0
4614,99,10.0,1.0,
874,92,4.0,0.0,0.0
871,142,9.0,0.0,0.0
5521,234,5.0,1.0,1.0
5319,57,6.0,0.0,0.0
2036,158,5.0,0.0,0.0
3842,167,7.0,0.0,0.0
2831,22,5.0,1.0,0.0
1769,289,7.0,2.0,1.0
5608,128,7.0,0.0,0.0
159,158,6.0,1.0,0.0
1098,44,4.0,1.0,0.0
5948,88,3.0,0.0,0.0
1260,215,4.0,0.0,0.0
1987,264,6.0,,0.0
4801,129,4.0,1.0,0.0
4661,51,2.0,0.0,0.0
1064,112,8.0,0.0,0.0
5714,197,11.0,,0.0
4204,77,8.0,1.0,1.0
4927,56,6.0,0.0,0.0
3782,160,3.0,0.0,
3903,89,7.0,1.0,1.0
2489,179,3.0,0.0,0.0
4618,61,8.0,2.0,2.0
933,299,4.0,0.0,0.0
3016,180,7.0,1.0,1.0
4931,238,7.0,1.0,0.0
4055,244,6.0,1.0,0.0
5977,134,6.0,2.0,0.0
3250,204,,1.0,
423,282,7.0,1.0,0.0
841,60,5.0,1.0,0.0
5767,86,5.0,0.0,0.0
118,272,6.0,1.0,1.0
3040,181,5.0,0.0,0.0
534,206,5.0,1.0,0.0
5832,147,11.0,1.0,1.0
811,215,4.0,0.0,0.0
4825,281,3.0,1.0,0.0
4591,276,5.0,0.0,0.0
91,10,5.0,3.0,0.0
5169,149,6.0,0.0,0.0
2703,135,7.0,0.0,1.0
5732,78,4.0,0.0,0.0
5837,189,3.0,1.0,
3140,73,10.0,2.0,0.0
1691,33,7.0,1.0,0.0
2527,1,6.0,1.0,0.0
762,54,8.0,2.0,0.0
2175,208,9.0,2.0,
2067,228,5.0,0.0,0.0
3730,171,7.0,1.0,0.0
3059,75,7.0,1.0,1.0
3274,197,7.0,0.0,0.0
2632,154,7.0,0.0,0.0
5636,254,4.0,1.0,1.0
1780,16,8.0,1.0,0.0
5060,123,6.0,0.0,0.0
5835,298,4.0,0.0,0.0
1480,214,8.0,2.0,1.0
3027,184,8.0,0.0,0.0
865,128,7.0,2.0,1.0
2517,126,4.0,0.0,0.0
2833,274,,1.0,0.0
118,209,7.0,0.0,0.0
5461,247,,0.0,0.0
2736,227,7.0,0.0,0.0
892,147,3.0,1.0,0.0
5626,142,9.0,0.0,0.0
1035,39,,0.0,0.0
1978,273,7.0,0.0,1.0
2265,68,8.0,0.0,0.0
176,182,6.0,1.0,0.0
4972,235,6.0,2.0,0.0
4993,51,5.0,1.0,0.0
3351,192,5.0,0.0,0.0
5251,182,2.0,0.0,1.0
5900,156,5.0,1.0,0.0
1917,159,5.0,1.0,0.0
1771,214,4.0,0.0,0.0
4422,56,7.0,0.0,2.0
2248,9,5.0,1.0,0.0
599,250,6.0,0.0,0.0
2056,184,10.0,1.0,0.0
3332,147,7.0,1.0,0.0
4102,352,4.0,1.0,0.0
5240,65,4.0,1.0,0.0
569,134,3.0,1.0,0.0
3517,300,2.0,0.0,0.0
6219,23,3.0,0.0,0.0
3002,191,9.0,0.0,0.0
5380,241,6.0,0.0,0.0
2362,296,,0.0,0.0
413,17,4.0,0.0,0.0
3244,254,6.0,1.0,0.0
5839,167,3.0,0.0,1.0
2785,78,10.0,1.0,0.0
1353,130,4.0,0.0,0.0
3662,45,7.0,1.0,
5847,77,9.0,1.0,3.0
3293,190,5.0,1.0,0.0
122,269,6.0,1.0,1.0
5851,283,4.0,0.0,0.0
3206,286,5.0,0.0,
4419,159,3.0,0.0,1.0
4091,24,7.0,1.0,1.0
5423,239,7.0,0.0,0.0
3639,179,6.0,,1.0
858,110,8.0,4.0,0.0
3595,162,4.0,0.0,0.0
2835,19,7.0,2.0,0.0
1149,273,5.0,0.0,0.0
1394,11,8.0,1.0,0.0
2869,118,6.0,0.0,0.0
5070,146,7.0,0.0,0.0
3092,11,7.0,1.0,
1466,177,3.0,0.0,0.0
5129,234,2.0,,0.0
1906,55,5.0,0.0,1.0
5247,50,7.0,1.0,0.0
3723,187,3.0,0.0,0.0
3937,15,1.0,,0.0
890,121,4.0,0.0,0.0
580,192,,0.0,0.0
164,227,10.0,0.0,0.0
4842,174,6.0,1.0,0.0
5999,103,6.0,0.0,1.0
1180,299,2.0,1.0,0.0
5879,63,4.0,1.0,0.0
427,220,3.0,0.0,0.0
2369,216,3.0,1.0,1.0
2106,134,,1.0,1.0
2387,30,2.0,0.0,0.0
890,197,,0.0,0.0
5008,267,5.0,0.0,0.0
4198,188,4.0,2.0,2.0
1462,145,6.0,1.0,0.0
1112,183,3.0,0.0,1.0
1303,136,5.0,1.0,1.0
2268,115,3.0,0.0,0.0
611,219,3.0,1.0,0.0
5244,130,9.0,0.0,1.0
452,231,,1.0,0.0
899,223,6.0,1.0,1.0
41,22,10.0,0.0,0.0
949,139,5.0,0.0,0.0
4281,16,2.0,0.0,0.0
2167,246,8.0,0.0,0.0
5936,118,4.0,0.0,1.0
4881,163,7.0,0.0,0.0
121,204,7.0,0.0,0.0
4306,311,10.0,0.0,0.0
941,5,7.0,4.0,0.0
3295,144,5.0,0.0,0.0
2674,71,7.0,1.0,0.0
5156,185,4.0,0.0,0.0
4486,167,9.0,0.0,1.0
3088,96,5.0,0.0,0.0
2549,111,4.0,2.0,1.0
2638,231,11.0,1.0,1.0
5955,161,10.0,1.0,2.0
2603,222,6.0,1.0,
4375,119,5.0,0.0,
3181,80,5.0,0.0,1.0
1986,217,5.0,1.0,0.0
1906,217,5.0,0.0,1.0
833,168,3.0,1.0,0.0
1935,61,3.0,0.0,1.0
3518,191,3.0,0.0,0.0
4941,67,4.0,0.0,0.0
3279,228,11.0,0.0,1.0
1109,250,4.0,1.0,0.0
5721,46,4.0,1.0,0.0
3205,201,2.0,1.0,1.0
4379,82,2.0,0.0,0.0
4281,176,4.0,0.0,0.0
4434,119,6.0,1.0,0.0
827,12,3.0,0.0,0.0
5023,16,11.0,0.0,0.0
5974,160,5.0,2.0,0.0
2033,276,9.0,1.0,2.0
1436,99,4.0,0.0,0.0
5393,212,5.0,0.0,1.0
261,286,5.0,0.0,0.0
2672,188,,,0.0
3536,40,,0.0,0.0
1402,237,4.0,1.0,0.0
2615,229,,0.0,0.0
3951,161,8.0,1.0,1.0
